customer_id,first_name,last_name,gender,age,country,city,signup_date,company_size,industry
1460,Maria,Daniel,Other,43,Germany,Berlin,2023-03-01,Enterprise,Technology
1461,Maria,Richards,Female,38,India,Ahmedabad,2022-08-05,Startup,Technology
1462,Nathan,Kidd,Female,31,Canada,Vancouver,2022-01-25,Enterprise,Finance
1463,Brian,Hernandez,Other,57,USA,Chicago,2023-07-25,SMB,Technology
1464,Melanie,Cole,Female,56,USA,New York,2024-04-21,Enterprise,Technology
1465,Bridget,Garcia,Male,56,Australia,Sydney,2023-05-31,SMB,Marketing
1466,Michelle,Bauer,Female,29,Australia,Melbourne,2022-09-30,SMB,Marketing
1467,William,Jones,Male,56,Canada,Toronto,2023-11-18,Enterprise,Education
1468,Michael,Flores,Other,63,Germany,Berlin,2024-10-28,Individual,Finance
1469,John,Harper,Female,33,USA,Chicago,2022-09-12,Enterprise,Finance
1470,Harold,Jordan,Male,41,Germany,Berlin,2022-05-03,Enterprise,Healthcare
1471,Kelly,Wilson,Male,59,India,Ahmedabad,2024-02-09,Individual,Finance
1472,Jacob,Barnes,Male,35,Australia,Melbourne,2023-11-05,SMB,Marketing
1473,John,Larsen,Female,59,Singapore,Singapore,2024-12-02,SMB,Technology
1474,Diana,Norris,Female,33,India,Bangalore,2023-11-10,Startup,Retail
1475,David,Carson,Other,62,USA,Chicago,2023-05-24,Startup,Retail
1476,Jonathan,Alexander,Female,29,Singapore,Singapore,2024-12-03,Enterprise,Marketing
1477,Timothy,Shaw,Male,30,USA,New York,2024-10-03,Individual,Marketing
1478,Paul,Hart,Male,29,India,Ahmedabad,2022-09-15,Startup,Finance
1479,Lauren,Hanson,Other,47,Germany,Berlin,2024-05-22,SMB,Finance
1480,Amy,Duarte,Female,29,Australia,Sydney,2023-05-17,Startup,Healthcare
1481,David,Lowe,Female,48,UK,Manchester,2023-02-17,Individual,Healthcare
1482,Benjamin,Blair,Female,46,Canada,Vancouver,2022-12-10,Enterprise,Retail
1483,Matthew,Carroll,Female,19,Germany,Munich,2022-11-16,Enterprise,Education
1484,Marcus,Gibson,Other,52,Singapore,Singapore,2023-09-07,Startup,Retail
1485,Nathan,Turner,Female,47,Australia,Sydney,2023-06-11,SMB,Education
1486,Sara,Smith,Other,48,UK,Manchester,2025-02-25,Individual,Healthcare
1487,Brent,Perez,Male,27,India,Bangalore,2024-08-19,Startup,Technology
1488,Lisa,Long,Female,43,USA,Chicago,2024-02-06,Enterprise,Education
1489,Angela,Schultz,Female,37,Australia,Melbourne,2024-02-26,Individual,Education
1490,Angela,Brooks,Other,28,USA,New York,2024-02-28,Startup,Education
1491,Morgan,Lee,Other,49,UK,Manchester,2024-11-09,SMB,Marketing
1492,Joseph,Williams,Female,65,USA,Chicago,2024-02-29,Startup,Finance
1493,Alexandria,Gordon,Other,63,Canada,Toronto,2024-01-11,Individual,Marketing
1494,Joshua,Miller,Other,47,Australia,Sydney,2023-06-20,Startup,Healthcare
1495,David,Mcclure,Other,28,India,Bangalore,2025-03-30,Individual,Technology
1496,Maria,Hardy,Female,63,Singapore,Singapore,2024-02-27,Individual,Retail
1497,Stephanie,Miller,Female,34,India,Mumbai,2022-12-06,SMB,Retail
1498,Martin,Randall,Female,64,Germany,Munich,2025-04-15,Enterprise,Marketing
1499,Gregory,Gomez,Other,54,Singapore,Singapore,2022-08-12,SMB,Finance
1500,Mary,Morrow,Other,37,UK,London,2024-03-26,Individual,Finance
1501,Angela,Sanford,Male,22,Singapore,Singapore,2022-01-04,Enterprise,Retail
1502,Michelle,Garcia,Male,29,Canada,Vancouver,2024-06-01,SMB,Finance
1503,Michael,Nguyen,Female,29,Australia,Sydney,2023-02-10,Individual,Education
1504,Sarah,Petty,Male,21,Germany,Berlin,2023-01-16,Startup,Finance
1505,Sandra,Hayes,Other,57,UK,Manchester,2024-06-21,Individual,Marketing
1506,Mary,Pena,Male,42,India,Ahmedabad,2023-08-24,Individual,Healthcare
1507,Anita,Adams,Other,33,USA,San Francisco,2022-03-02,Enterprise,Education
1508,Jennifer,Tran,Male,35,Australia,Sydney,2022-01-20,Individual,Marketing
1509,April,Walker,Male,51,Germany,Berlin,2022-07-18,Individual,Education
1510,Derrick,Walls,Female,39,Germany,Munich,2024-09-22,Enterprise,Healthcare
1511,Linda,Rodriguez,Male,41,UK,Manchester,2023-10-08,Enterprise,Education
1512,Wanda,Campbell,Female,24,Germany,Berlin,2023-12-31,Individual,Education
1513,Beth,Jones,Male,56,Singapore,Singapore,2022-10-12,Individual,Retail
1514,Jeremy,Shannon,Female,57,UK,London,2024-01-25,Enterprise,Retail
1515,Scott,Cruz,Other,38,Canada,Toronto,2022-01-07,Individual,Marketing
1516,Alicia,Rhodes,Other,46,UK,London,2023-10-29,Startup,Retail
1517,Victoria,Allen,Female,45,Canada,Vancouver,2022-06-16,Enterprise,Marketing
1518,Taylor,Hill,Female,56,Singapore,Singapore,2024-02-28,Startup,Marketing
1519,Stacy,Kim,Other,50,India,Bangalore,2025-03-17,Individual,Finance
1520,Robert,Hoffman,Other,53,Canada,Toronto,2023-09-10,Enterprise,Finance
1521,Melissa,Lane,Other,52,Canada,Toronto,2024-09-14,Startup,Finance
1522,Megan,Martinez,Male,45,India,Ahmedabad,2022-07-03,Individual,Finance
1523,John,Anderson,Male,64,UK,Manchester,2023-07-29,SMB,Marketing
1524,Kristin,Gonzalez,Other,58,Canada,Toronto,2022-10-06,Enterprise,Technology
1525,Jose,Newton,Other,56,Singapore,Singapore,2023-04-04,Individual,Marketing
1526,Christian,Mathis,Other,59,UK,Manchester,2024-02-21,Enterprise,Finance
1527,Robert,Mason,Female,23,India,Mumbai,2022-08-25,Individual,Technology
1528,Andrew,Terry,Other,41,UK,London,2022-08-26,Startup,Healthcare
1529,Spencer,Gonzalez,Male,55,Canada,Toronto,2023-09-29,Startup,Education
1530,Andrew,Cook,Other,26,Canada,Vancouver,2024-01-18,Startup,Technology
1531,Andrea,Reeves,Female,38,Canada,Toronto,2025-01-07,Startup,Healthcare
1532,Michelle,Dunlap,Other,47,Singapore,Singapore,2024-10-20,Startup,Retail
1533,Megan,Barry,Other,38,UK,London,2022-03-12,SMB,Retail
1534,Kenneth,Medina,Other,54,Australia,Sydney,2023-07-15,Enterprise,Marketing
1535,Sherry,Lopez,Female,63,Singapore,Singapore,2024-10-10,Enterprise,Technology
1536,Robin,Meyer,Other,31,Singapore,Singapore,2022-11-09,Startup,Marketing
1537,Amanda,Ruiz,Female,64,Australia,Sydney,2023-01-02,Enterprise,Healthcare
1538,Robert,Aguirre,Other,43,Singapore,Singapore,2022-02-14,SMB,Education
1539,Nicole,George,Female,43,Australia,Melbourne,2023-12-15,Individual,Retail
1540,Lisa,Mendoza,Other,30,Australia,Melbourne,2023-08-02,Enterprise,Technology
1541,Ellen,Berg,Male,63,India,Mumbai,2025-04-03,SMB,Education
1542,Ricky,Simmons,Male,46,Australia,Sydney,2025-03-28,Enterprise,Healthcare
1543,Megan,Meyer,Other,30,India,Ahmedabad,2023-03-23,Individual,Healthcare
1544,Nicholas,Moore,Female,45,Australia,Sydney,2022-10-30,Startup,Technology
1545,Blake,Allen,Male,21,USA,San Francisco,2024-08-28,Individual,Retail
1546,Alison,Burnett,Male,58,Australia,Melbourne,2024-06-07,Enterprise,Finance
1547,Heidi,Haynes,Female,49,USA,New York,2023-05-09,SMB,Marketing
1548,Anna,Carrillo,Other,60,Germany,Berlin,2024-02-08,Individual,Education
1549,Jeffrey,Smith,Other,59,Singapore,Singapore,2023-07-18,Enterprise,Healthcare
1550,Allen,Rodgers,Male,25,USA,New York,2022-08-27,Enterprise,Marketing
1551,Jacob,Oliver,Other,54,Australia,Sydney,2022-02-17,Enterprise,Healthcare
1552,Jade,Johnson,Female,48,Australia,Sydney,2023-01-06,Enterprise,Healthcare
1553,Margaret,Flowers,Female,22,Germany,Berlin,2022-07-23,Startup,Education
1554,Lori,Wallace,Other,52,Singapore,Singapore,2024-03-17,Enterprise,Technology
1555,Andrew,Washington,Other,25,Germany,Berlin,2023-03-01,Startup,Retail
1556,Tyler,Gibson,Other,46,Australia,Sydney,2022-01-11,SMB,Technology
1557,Cheryl,Martinez,Male,59,USA,New York,2025-03-23,Startup,Technology
1558,Robert,Werner,Male,25,Germany,Munich,2022-03-13,SMB,Healthcare
1559,Linda,Cross,Other,18,Germany,Berlin,2024-05-16,Startup,Healthcare
1560,Sarah,Potter,Other,52,USA,Chicago,2023-08-24,Enterprise,Finance
1561,Michael,Watson,Other,40,Germany,Munich,2023-10-03,Startup,Marketing
1562,Kimberly,Brown,Male,20,USA,Chicago,2022-04-02,Startup,Finance
1563,John,Dean,Other,53,UK,London,2022-10-02,Startup,Retail
1564,Kathleen,Gray,Other,57,UK,Manchester,2022-09-21,Enterprise,Technology
1565,Christopher,Morris,Female,59,Germany,Munich,2023-06-18,Startup,Education
1566,Tammy,Gross,Other,45,Canada,Toronto,2023-06-05,Startup,Retail
1567,Tara,Moss,Other,62,India,Ahmedabad,2023-07-06,Startup,Marketing
1568,Gerald,Miller,Male,38,UK,London,2024-05-09,Enterprise,Education
1569,Jay,Francis,Male,35,USA,Chicago,2023-05-22,Individual,Retail
1570,Eric,Brown,Female,22,USA,Chicago,2025-01-28,SMB,Marketing
1571,Zachary,Jefferson,Female,27,USA,San Francisco,2023-11-15,Startup,Healthcare
1572,Jonathan,Wilcox,Male,42,USA,New York,2024-02-12,Individual,Technology
1573,Jim,Reeves,Other,49,India,Bangalore,2023-09-20,Individual,Retail
1574,Kathryn,Richmond,Female,56,UK,Manchester,2025-02-03,Individual,Technology
1575,Elizabeth,Middleton,Male,40,India,Mumbai,2024-03-08,Enterprise,Education
1576,Jessica,Bishop,Male,61,Germany,Berlin,2023-06-15,Startup,Marketing
1577,Kyle,Santiago,Other,65,India,Ahmedabad,2024-02-15,SMB,Technology
1578,Judy,Smith,Other,56,Australia,Melbourne,2023-05-26,Enterprise,Marketing
1579,Ashley,Parker,Female,47,Canada,Toronto,2024-06-17,SMB,Healthcare
1580,Stephanie,Sanchez,Other,23,Canada,Toronto,2023-09-18,SMB,Education
1581,Cynthia,Pacheco,Other,23,Singapore,Singapore,2022-07-04,Individual,Marketing
1582,Melissa,Jones,Other,21,India,Ahmedabad,2022-12-05,Individual,Marketing
1583,Chelsea,Gutierrez,Female,61,UK,Manchester,2022-01-22,Startup,Education
1584,Heather,Boyd,Male,57,Canada,Toronto,2024-04-10,Startup,Marketing
1585,Carla,Hayes,Other,52,USA,Chicago,2024-05-20,SMB,Finance
1586,Ronald,Erickson,Male,61,Australia,Sydney,2024-07-07,Startup,Finance
1587,Douglas,Maldonado,Other,40,USA,San Francisco,2022-10-01,Individual,Education
1588,Sara,Alexander,Female,25,Canada,Vancouver,2022-12-16,SMB,Marketing
1589,Dustin,Brown,Female,37,India,Bangalore,2022-08-30,Enterprise,Healthcare
1590,Hailey,Nelson,Other,58,UK,London,2022-01-05,Enterprise,Finance
1591,Heather,Burke,Other,49,UK,London,2024-08-06,Individual,Healthcare
1592,Thomas,Jones,Female,37,USA,Chicago,2024-07-31,SMB,Technology
1593,Matthew,Frye,Female,40,USA,San Francisco,2023-01-17,Individual,Technology
1594,James,Juarez,Male,51,Canada,Vancouver,2023-02-09,Startup,Education
1595,Lisa,Jackson,Male,60,USA,San Francisco,2022-01-15,SMB,Finance
1596,Eric,Poole,Female,41,Canada,Vancouver,2024-02-06,Enterprise,Finance
1597,Elizabeth,Walsh,Female,60,Germany,Munich,2022-08-11,Enterprise,Finance
1598,Joshua,Solomon,Male,40,India,Mumbai,2024-06-07,Startup,Technology
1599,Alvin,Clements,Male,43,India,Mumbai,2022-03-24,Enterprise,Marketing
1600,Daniel,Henry,Other,30,UK,London,2022-11-25,Enterprise,Marketing
1601,William,Jimenez,Female,53,UK,London,2024-05-12,Enterprise,Marketing
1602,Carol,Lam,Female,50,Australia,Sydney,2023-10-28,Enterprise,Finance
1603,Joanna,Palmer,Male,27,USA,New York,2022-02-13,SMB,Retail
1604,Kaitlyn,Myers,Male,61,USA,Chicago,2023-04-30,SMB,Education
1605,Anita,Webster,Female,36,Germany,Berlin,2024-06-08,SMB,Education
1606,Katelyn,Pena,Other,27,USA,San Francisco,2023-05-23,Startup,Finance
1607,Amber,Jones,Other,33,UK,London,2023-06-24,Enterprise,Finance
1608,Jennifer,Alexander,Other,29,Canada,Toronto,2024-10-25,Startup,Retail
1609,David,Chapman,Male,26,Australia,Sydney,2023-04-15,Enterprise,Technology
1610,Adrienne,Butler,Female,19,UK,London,2022-10-27,Startup,Technology
1611,Richard,Sharp,Female,51,Singapore,Singapore,2024-02-18,SMB,Marketing
1612,Crystal,Howard,Female,45,Australia,Sydney,2023-03-31,Enterprise,Technology
1613,Kevin,Kelley,Female,25,Germany,Munich,2022-04-16,SMB,Healthcare
1614,Sarah,Ray,Male,38,UK,Manchester,2024-05-06,Individual,Finance
1615,Caroline,Perry,Other,65,USA,New York,2022-04-17,SMB,Finance
1616,Bruce,Chang,Other,24,UK,Manchester,2023-07-28,Enterprise,Finance
1617,Reginald,Lee,Female,37,UK,Manchester,2024-01-15,Individual,Technology
1618,Melissa,Hicks,Male,39,Australia,Sydney,2025-02-04,SMB,Marketing
1619,Jonathan,Mccoy,Other,41,Singapore,Singapore,2024-12-19,Startup,Marketing
1620,William,Parker,Female,23,UK,London,2025-04-11,Individual,Finance
1621,Stephanie,Vincent,Other,59,Australia,Sydney,2022-03-26,Startup,Finance
1622,Kelli,Vang,Male,52,Australia,Melbourne,2022-07-22,SMB,Healthcare
1623,Kristen,Hernandez,Other,64,Australia,Melbourne,2023-02-18,Startup,Technology
1624,April,Walker,Other,63,India,Ahmedabad,2024-05-06,SMB,Retail
1625,Pamela,Pham,Other,63,UK,Manchester,2024-07-07,Individual,Education
1626,Nicole,Vargas,Other,50,USA,San Francisco,2024-05-08,Individual,Finance
1627,Stephanie,Craig,Female,20,Germany,Munich,2022-09-22,Individual,Marketing
1628,Michael,Washington,Female,61,India,Bangalore,2024-03-25,Individual,Finance
1629,Patrick,Fuller,Female,43,Canada,Vancouver,2025-02-25,SMB,Finance
1630,Nathan,Smith,Other,31,India,Ahmedabad,2022-11-24,Individual,Retail
1631,Jennifer,Huang,Male,36,Canada,Vancouver,2023-09-14,SMB,Retail
1632,Ashley,Cook,Male,52,USA,New York,2023-04-04,Startup,Healthcare
1633,Carlos,Foster,Female,26,USA,Chicago,2022-10-31,SMB,Technology
1634,Maria,Morrow,Other,25,Australia,Sydney,2023-03-07,Individual,Marketing
1635,Donna,Fisher,Male,63,UK,Manchester,2023-10-27,SMB,Marketing
1636,Stephen,Mitchell,Female,21,India,Mumbai,2023-08-27,Individual,Healthcare
1637,Diana,Briggs,Male,34,India,Bangalore,2023-07-27,Individual,Retail
1638,Deborah,Rogers,Other,34,Australia,Sydney,2024-02-22,Startup,Education
1639,Miguel,Huffman,Male,55,India,Mumbai,2023-07-05,Enterprise,Finance
1640,Jonathan,Robinson,Female,27,Canada,Toronto,2024-06-07,Enterprise,Technology
1641,Ashley,May,Male,29,Canada,Toronto,2024-07-29,Startup,Retail
1642,Jason,Jordan,Male,37,Canada,Toronto,2023-08-01,Startup,Finance
1643,Taylor,Harvey,Male,27,Singapore,Singapore,2023-01-20,Individual,Education
1644,Brian,Mcclure,Male,64,India,Mumbai,2024-04-04,Startup,Marketing
1645,Cheryl,Mayer,Female,42,Singapore,Singapore,2022-07-24,Individual,Technology
1646,Rodney,Green,Male,33,Singapore,Singapore,2022-03-31,Individual,Healthcare
1647,Kara,Cohen,Male,24,India,Bangalore,2022-01-28,SMB,Marketing
1648,William,Silva,Female,54,USA,New York,2022-10-13,Enterprise,Finance
1649,Christine,Wright,Male,33,UK,Manchester,2024-09-07,Individual,Retail
1650,Cindy,Atkinson,Male,19,Australia,Melbourne,2025-01-18,Individual,Technology
1651,Taylor,Johnson,Other,44,Germany,Munich,2022-07-30,Startup,Technology
1652,Michelle,Smith,Female,42,India,Ahmedabad,2023-04-10,Startup,Healthcare
1653,Annette,Mitchell,Other,42,Australia,Melbourne,2023-04-08,Individual,Education
1654,Sara,Kelley,Male,36,India,Ahmedabad,2023-04-05,SMB,Technology
1655,Amy,Anderson,Female,23,Germany,Munich,2022-08-31,Individual,Retail
1656,Nancy,Williams,Other,39,India,Ahmedabad,2024-05-27,Startup,Marketing
1657,Caleb,Miller,Other,36,Canada,Toronto,2023-09-10,SMB,Technology
1658,Heidi,Vargas,Female,63,UK,Manchester,2024-01-26,Individual,Technology
1659,Jacob,Lopez,Female,27,Singapore,Singapore,2022-10-28,Enterprise,Education
1660,Joseph,Craig,Male,54,Australia,Melbourne,2022-05-18,Enterprise,Marketing
1661,David,Rodgers,Female,26,UK,London,2022-07-05,Startup,Education
1662,Michele,Powell,Female,48,UK,Manchester,2024-10-09,Enterprise,Retail
1663,Adam,Nelson,Other,33,Singapore,Singapore,2022-10-11,Enterprise,Education
1664,Natalie,Olson,Other,49,Germany,Munich,2025-01-08,Startup,Education
1665,Chase,Brady,Other,54,USA,Chicago,2024-05-13,Startup,Marketing
1666,Kevin,Silva,Male,31,USA,New York,2024-01-11,Individual,Healthcare
1667,Bradley,Fisher,Male,21,Germany,Munich,2022-10-01,SMB,Healthcare
1668,Elizabeth,Mullins,Female,27,Singapore,Singapore,2023-08-27,Enterprise,Finance
1669,Jessica,Martin,Other,26,India,Ahmedabad,2022-04-25,Individual,Marketing
1670,Julia,Everett,Other,19,Australia,Sydney,2024-02-13,Enterprise,Healthcare
1671,Natalie,Moore,Other,55,USA,Chicago,2022-08-06,Individual,Education
1672,Alexandra,Frank,Male,41,Singapore,Singapore,2022-03-03,Startup,Technology
1673,Lisa,Farmer,Other,44,India,Ahmedabad,2022-01-26,Startup,Finance
1674,Matthew,Mcdonald,Other,37,Canada,Toronto,2024-12-16,Enterprise,Education
1675,Bill,Allen,Other,62,Australia,Melbourne,2024-06-28,Individual,Healthcare
1676,Julian,Miller,Other,20,USA,New York,2022-05-03,Startup,Retail
1677,Helen,Cox,Female,61,India,Ahmedabad,2024-03-22,Enterprise,Retail
1678,Mark,Velasquez,Other,37,Australia,Melbourne,2025-03-17,Startup,Education
1679,Joel,Crawford,Other,42,India,Mumbai,2022-07-08,Startup,Marketing
1680,Steve,Barrera,Male,43,India,Mumbai,2022-04-25,Startup,Marketing
1681,Stephen,Hodges,Female,38,Germany,Berlin,2024-08-17,Enterprise,Education
1682,Jessica,Reed,Other,45,India,Ahmedabad,2024-01-31,Startup,Healthcare
1683,Anne,Wilkins,Female,56,USA,New York,2022-06-09,SMB,Technology
1684,Ashley,Johnson,Other,24,India,Mumbai,2022-11-30,Individual,Finance
1685,Rodney,Jennings,Male,53,Germany,Berlin,2023-09-26,Startup,Marketing
1686,James,Miller,Male,54,USA,New York,2023-07-06,Individual,Retail
1687,Deborah,Graves,Male,38,Singapore,Singapore,2022-04-04,Individual,Healthcare
1688,Brittany,Long,Female,50,USA,San Francisco,2023-08-02,Startup,Healthcare
1689,Erin,Boyd,Male,62,Singapore,Singapore,2023-12-30,Individual,Healthcare
1690,Jerry,Tran,Male,19,Canada,Toronto,2024-10-25,Enterprise,Education
1691,Vanessa,Fleming,Male,27,Germany,Berlin,2023-08-18,Enterprise,Technology
1692,Tina,Russell,Male,61,Australia,Sydney,2023-04-20,Startup,Marketing
1693,Melvin,Hooper,Other,56,India,Bangalore,2024-11-23,SMB,Education
1694,Matthew,Smith,Female,41,Singapore,Singapore,2023-11-26,Enterprise,Technology
1695,Daniel,Mathis,Male,57,Australia,Melbourne,2023-05-05,Individual,Finance
1696,Angel,Ross,Male,27,Germany,Munich,2022-07-19,SMB,Retail
1697,Nancy,Hutchinson,Male,47,Singapore,Singapore,2024-10-18,SMB,Finance
1698,Jennifer,Bell,Female,54,UK,London,2022-05-20,SMB,Healthcare
1699,Bethany,Flynn,Other,47,USA,New York,2023-01-02,SMB,Education
1700,Caitlin,Murphy,Male,54,UK,Manchester,2022-10-15,Enterprise,Technology
1701,Jeffrey,Lewis,Female,57,UK,Manchester,2024-04-01,Startup,Education
1702,Jared,Caldwell,Male,61,UK,Manchester,2024-02-05,Enterprise,Retail
1703,Robert,Obrien,Other,59,Canada,Vancouver,2022-03-29,Individual,Marketing
1704,George,Lynch,Male,27,Singapore,Singapore,2025-02-22,Individual,Healthcare
1705,Bruce,Olson,Female,22,Canada,Toronto,2025-03-13,Startup,Education
1706,Adam,Greer,Female,47,Singapore,Singapore,2022-07-11,Enterprise,Marketing
1707,April,Maxwell,Male,29,Germany,Munich,2022-08-12,Individual,Education
1708,Jacqueline,White,Female,39,Singapore,Singapore,2023-02-13,Individual,Healthcare
1709,John,Ingram,Other,65,UK,Manchester,2023-03-12,Enterprise,Technology
1710,Kayla,Simmons,Other,27,UK,Manchester,2022-03-20,Enterprise,Finance
1711,Edward,Marsh,Other,20,Australia,Sydney,2023-10-18,Enterprise,Technology
1712,Lisa,Moss,Female,31,Singapore,Singapore,2024-05-30,Individual,Finance
1713,Christine,Cabrera,Female,34,Singapore,Singapore,2024-05-16,Startup,Technology
1714,Luis,Harris,Female,23,India,Ahmedabad,2023-07-15,SMB,Marketing
1715,Tyler,Cox,Male,60,Canada,Vancouver,2024-12-10,SMB,Finance
1716,Brandi,Miranda,Female,39,Singapore,Singapore,2022-07-09,SMB,Finance
1717,Todd,Arnold,Female,48,India,Mumbai,2024-05-08,Startup,Marketing
1718,Beth,Torres,Female,18,Canada,Vancouver,2025-03-14,Startup,Technology
1719,Veronica,Nelson,Other,64,Australia,Sydney,2023-10-26,SMB,Technology
1720,Breanna,Smith,Female,38,India,Mumbai,2022-10-30,Individual,Marketing
1721,Angelica,Martinez,Other,18,Canada,Vancouver,2024-12-02,Enterprise,Finance
1722,Lisa,Smith,Male,20,Australia,Melbourne,2025-03-30,Startup,Marketing
1723,Roger,Mcclure,Male,56,India,Mumbai,2025-01-23,Enterprise,Finance
1724,William,Petersen,Other,54,UK,London,2023-01-27,Individual,Healthcare
1725,Zachary,Townsend,Female,37,Singapore,Singapore,2022-02-03,Individual,Marketing
1726,Jerry,Williams,Female,40,Canada,Vancouver,2024-04-27,SMB,Retail
1727,Kristi,Fitzgerald,Male,47,Canada,Vancouver,2022-08-21,Enterprise,Healthcare
1728,Leonard,Carter,Other,45,India,Bangalore,2022-11-30,Enterprise,Healthcare
1729,Lori,Johnson,Other,57,Singapore,Singapore,2023-08-04,Individual,Technology
1730,Nathan,Mercado,Other,19,Singapore,Singapore,2022-07-03,Enterprise,Technology
1731,William,Maynard,Other,55,Canada,Toronto,2024-06-28,Individual,Marketing
1732,Brian,Barnes,Male,47,UK,Manchester,2023-03-10,Enterprise,Technology
1733,Ryan,Evans,Female,47,India,Mumbai,2022-09-12,Enterprise,Marketing
1734,Tiffany,Newman,Female,32,Australia,Melbourne,2022-01-16,SMB,Healthcare
1735,John,Mack,Female,61,Australia,Melbourne,2023-09-22,Startup,Technology
1736,Juan,Jackson,Male,27,Canada,Toronto,2022-02-01,SMB,Retail
1737,Emily,Copeland,Male,54,Singapore,Singapore,2023-11-18,Enterprise,Finance
1738,Angela,Jackson,Other,59,Germany,Munich,2023-01-30,Enterprise,Technology
1739,Stephen,Smith,Other,42,Singapore,Singapore,2022-09-21,Startup,Education
1740,Kayla,Bennett,Male,24,UK,London,2024-06-14,Startup,Retail
1741,Victoria,Alexander,Female,58,USA,Chicago,2025-03-27,SMB,Retail
1742,Alison,Peck,Male,23,India,Mumbai,2023-02-22,Individual,Education
1743,Juan,Morgan,Male,57,USA,Chicago,2022-11-10,Individual,Retail
1744,Kevin,White,Female,58,Canada,Toronto,2022-09-25,SMB,Finance
1745,Christopher,Freeman,Female,30,India,Bangalore,2023-03-31,Startup,Marketing
1746,Richard,Kim,Other,21,Singapore,Singapore,2023-06-18,SMB,Technology
1747,Eric,Smith,Other,55,India,Bangalore,2022-02-17,Individual,Technology
1748,Peter,Turner,Male,36,Canada,Toronto,2022-08-08,SMB,Finance
1749,Christopher,Harrell,Female,31,USA,New York,2024-10-09,Enterprise,Technology
1750,Christopher,Mathews,Male,49,Canada,Toronto,2024-04-27,Individual,Finance
1751,Ryan,Martin,Female,58,Australia,Melbourne,2024-02-08,Enterprise,Finance
1752,James,Walton,Male,60,India,Mumbai,2022-01-21,Individual,Technology
1753,Amy,Brown,Other,56,UK,Manchester,2024-09-18,Individual,Finance
1754,Alex,Hudson,Male,56,Germany,Munich,2022-09-07,Individual,Retail
1755,Wendy,Long,Male,31,USA,Chicago,2024-11-14,SMB,Technology
1756,Dawn,Clements,Male,32,India,Ahmedabad,2023-11-02,Individual,Marketing
1757,Amanda,Anderson,Female,48,Australia,Sydney,2023-07-03,Startup,Technology
1758,Robert,Johnston,Other,49,UK,Manchester,2024-08-14,Enterprise,Retail
1759,Dennis,Anderson,Male,30,Canada,Toronto,2023-05-28,SMB,Education
1760,Brett,Munoz,Male,31,USA,Chicago,2023-10-01,Enterprise,Education
1761,Kelly,Powers,Female,57,Canada,Vancouver,2023-07-11,Individual,Retail
1762,Susan,Hooper,Other,40,Canada,Vancouver,2023-02-14,SMB,Marketing
1763,Allen,Garcia,Male,20,Singapore,Singapore,2024-07-09,SMB,Retail
1764,Theodore,Parker,Female,43,Canada,Vancouver,2024-12-22,Individual,Technology
1765,Emily,Richardson,Male,40,India,Mumbai,2024-05-29,Startup,Technology
1766,Samuel,Richardson,Female,27,India,Bangalore,2024-02-01,SMB,Technology
1767,Angela,Miller,Other,39,USA,San Francisco,2022-01-23,Startup,Education
1768,James,Tate,Other,22,Germany,Munich,2023-04-22,Enterprise,Healthcare
1769,Logan,Sanford,Male,24,Germany,Berlin,2024-12-15,SMB,Marketing
1770,Billy,Poole,Other,44,Germany,Berlin,2025-03-21,Enterprise,Healthcare
1771,Darryl,Hill,Male,21,Singapore,Singapore,2023-02-10,Enterprise,Education
1772,Joseph,Thompson,Male,25,USA,San Francisco,2024-05-12,Enterprise,Finance
1773,Mary,Payne,Male,54,Germany,Munich,2024-02-24,Individual,Healthcare
1774,Sheila,Mcgee,Male,47,USA,Chicago,2025-03-25,SMB,Finance
1775,Kerry,Robinson,Other,51,Singapore,Singapore,2022-03-17,Individual,Healthcare
1776,Douglas,Green,Female,24,Australia,Sydney,2022-05-23,Enterprise,Marketing
1777,Leslie,Barry,Female,43,UK,Manchester,2023-10-12,Individual,Retail
1778,Michael,Cowan,Other,21,Singapore,Singapore,2024-10-08,Enterprise,Healthcare
1779,Brett,Waters,Other,25,Australia,Melbourne,2024-10-07,SMB,Retail
1780,Isabel,Reyes,Male,18,USA,New York,2023-04-04,Startup,Technology
1781,Tracy,Jimenez,Male,23,UK,Manchester,2023-04-09,Startup,Marketing
1782,Jessica,Martin,Male,62,Singapore,Singapore,2025-01-05,Individual,Healthcare
1783,Mark,Davis,Male,37,Singapore,Singapore,2022-08-15,Individual,Healthcare
1784,Gina,Nelson,Other,28,UK,Manchester,2023-07-07,Startup,Retail
1785,Erika,Graham,Female,27,Canada,Toronto,2022-09-16,Enterprise,Marketing
1786,Dennis,Evans,Other,33,Canada,Toronto,2024-12-04,Enterprise,Marketing
1787,Beverly,Perez,Other,48,Canada,Vancouver,2023-10-22,Startup,Technology
1788,Regina,Jones,Female,53,UK,Manchester,2022-06-19,Startup,Marketing
1789,Brittany,May,Male,49,Australia,Sydney,2022-06-09,Individual,Finance
1790,Jonathan,Snyder,Female,42,USA,Chicago,2023-03-19,Startup,Education
1791,Chad,Garcia,Other,51,USA,San Francisco,2023-03-04,SMB,Healthcare
1792,Anita,Patel,Other,24,Australia,Melbourne,2022-11-12,Startup,Finance
1793,Breanna,Hays,Other,50,UK,Manchester,2024-07-15,Startup,Education
